route_long_name,route_type,route_text_color,agency_id,route_id,route_color,route_short_name
Whangaparaoa College To Gulf Harbour,3,,BAYES,02060-20160729161628_v43.23,,020
Bucklands Beach To Botany Town Centre Via Highland Park,3,,HE,54502-20160803113210_v43.25,,545
Mt Wellington To Britomart Via Panmure Town Centre,3,,NZBWP,52203-20160729161628_v43.23,,522
Takapuna To Henderson,3,,RTH,13003-20160803113210_v43.25,,130
City Centre To Te Atatu Peninsula Express,3,,NZBGW,04012-20160729161628_v43.23,,04X
Britomart To Mt Wellington Via Ellerslie And Ruawai Rd,3,,NZBWP,50202-20160803113210_v43.25,,502
Glen Innes Centre To Britomart Via Orakei,3,,NZBML,71501-20160729161628_v43.23,,715
Devonport To Westwell Rd Via Ngataringa Rd,3,,RTH,81501-20160803113210_v43.25,,815
Valley Rd to Civic Centre,3,,NZBML,26707-20160803113210_v43.25,,267
Pukekohe Loop Anticlockwise,3,,NZBWP,46502-20160729161628_v43.23,,465
Westlake Boys To Takapuna Via Milford And Crown Hill,3,,RTH,03454-20160803113210_v43.25,,034
Outer Link St Lukes To CBD Clockwise,3,,NZBML,73106-20160729161628_v43.23,,OUT
Castor Bay To Campbells Bay Primary,3,,NZBNS,04253-20160803113210_v43.25,,042
Britomart To Pahurehure Via East Tamaki Rd Express,3,,NZBWP,47106-20160729161628_v43.23,,471X
Takapuna To Devonport Via Narrow Neck (N),3,,NZBNS,81302-20160803113210_v43.25,,813
Mt Wellington To St Marys School (Ellerslie),3,,NZBML,06353-20160803113210_v43.25,,063
Ponsonby To Western Springs College,3,,NZBGW,06255-20160729161628_v43.23,,062
Eastern Beach To Britomart Express Via Tamaki Campus,3,,HE,55301-20160729161628_v43.23,,553X
Stanley Bay To Auckland,4,,FGL,99311-20160803113210_v43.25,,SBAY
Britomart Train Station to Swanson Train Station,2,,AM,10204-20160803113210_v43.25,,WEST
Carmel College And Westlake Girls To Glenfield,3,,NZBNS,04652-20160803113210_v43.25,,046
Seaside Park To Otahuhu,3,,NZBWP,40901-20160729161628_v43.23,,409
Epsom Schools To Botany Downs,3,,HE,01054-20160803113210_v43.25,,010
Ostend To Matiatia Wharf via Jellicoe Parade,3,,WBC,00107-20160729161628_v43.23,,1
Te Huruhi School & Waiheke Primary To Piemelon Bay Rd,3,,WBC,09554-20160803113210_v43.25,,095
Westlake Boys To Campbells Bay,3,,NZBNS,05356-20160803113210_v43.25,,053
Waiheke Primary To Palm Rd,3,,WBC,09452-20160729161628_v43.23,,094
Britomart To Manukau City Centre Express Via Otahuhu,3,,NZBWP,45708-20160729161628_v43.23,,457X
Pukekohe Train Station to Papakura Train Station,2,,AM,30113-20160803113210_v43.25,,PUK
Baradene College To Dannemora,3,,HE,01252-20160729161628_v43.23,,012
Waiheke High School to Oneroa,3,,WBC,22056-20160729161628_v43.23,,220
Remuera To Selwyn College,3,,NZBML,07453-20160803113210_v43.25,,074
McAuley High To Onehunga Transport Centre,3,,NZBWP,00156-20160803113210_v43.25,,001
Rosmini To Beach Haven,3,,BTL,02062-20160803113210_v43.25,,020
Gulf Harbour To North Cross,3,,BAYES,02653-20160803113210_v43.25,,026
Swanson Train Station to Britomart Train Station,2,,AM,10213-20160803113210_v43.25,,WEST
Glenfield To Takapuna,3,,BTL,91501-20160729161628_v43.23,,915
Otahuhu To Manukau City Centre Via Puhinui,3,,NZBWP,42804-20160803113210_v43.25,,428
Constellation Station To Long Bay Via Browns Bay,3,,RTH,88602-20160803113210_v43.25,,886
Manukau Centre To Britomart Via Mangere Town Centre,3,,NZBWP,32801-20160803113210_v43.25,,328
Westlake Schools To Bayview,3,,BTL,00858-20160803113210_v43.25,,008
New Lynn To Henderson Via Glendene,3,,NZBGW,11504-20160729161628_v43.23,,115
Greenhithe To Mayoral Dr Express,3,,RTH,95601-20160803113210_v43.25,,956
Macleans College To Dannemora,3,,HE,08252-20160803113210_v43.25,,082
Civic Centre To Onehunga Express Via One Tree Hill,3,,NZBWP,31002-20160729161628_v43.23,,31X
"HC Station to Orewa, via Silverdale and Red Beach Rd",3,,NZBNS,98402-20160803113210_v43.25,,984
Windy Ridge To Takapuna,3,,NZBNS,91303-20160803113210_v43.25,,913
Star Of The Sea School To Highland Park,3,,HE,31351-20160729161628_v43.23,,313
Takapuna To Devonport Via Narrow Neck (N),3,,NZBNS,81302-20160729161628_v43.23,,813
Kowhai Rd To Long Bay College,3,,NZBNS,04951-20160803113210_v43.25,,049
Glendowie College To Otahuhu Transport Centre,3,,NZBML,02752-20160729161628_v43.23,,027
City Centre To Sturges Rd Express,3,,NZBGW,09012-20160729161628_v43.23,,09X
Glen Eden Intermediate To French Bay,3,,RTH,02552-20160803113210_v43.25,,025
Orewa To Westlake Schools,3,,NZBNS,04551-20160729161628_v43.23,,045
Orewa College To Brightside Rd,3,,BAYES,00758-20160729161628_v43.23,,007
Unsworth To Westlake Schools,3,,NZBNS,05353-20160729161628_v43.23,,053
Bayswater To Westlake Schools,3,,RTH,01751-20160803113210_v43.25,,017
Onehunga High To Mangere East,3,,NZBML,00160-20160729161628_v43.23,,001
Westmere To Britomart Via Wellington St,3,,NZBML,02001-20160803113210_v43.25,,020
Beach Haven To Rosmini St Josephs,3,,BTL,02057-20160803113210_v43.25,,020
St Josephs School To Orewa,3,,NZBNS,04660-20160729161628_v43.23,,046
Northcote College To Chatswood and Beachhaven,3,,BTL,03056-20160803113210_v43.25,,030
Otahuhu To Onehunga Via Favona,3,,NZBML,30403-20160729161628_v43.23,,304
Everglades to Manurewa High and Greenmeadows,3,,MSB,00157-20160803113210_v43.25,,001
"Gulf Harbour to HC Station via Manly shops, Vipond Rd, Red B",3,,NZBNS,98301-20160803113210_v43.25,,983
Sacred Heart College To Balmoral,3,,NZBML,00760-20160803113210_v43.25,,007
Epsom Schools To Drury,3,,NZBWP,05152-20160803113210_v43.25,,051
Midtown To Verrans Corner Via Onewa Rd,3,,BTL,97002-20160729161628_v43.23,,970
"Orewa to HC Station, via Maygrove, Red Beach and Silverdale",3,,NZBNS,98401-20160803113210_v43.25,,984
Otahuhu To Otahuhu College Via Seaside Park,3,,NZBWP,40906-20160803113210_v43.25,,409
Glen Eden To City Centre Express Via Titirangi,3,,NZBGW,17203-20160729161628_v43.23,,172X
Auckland Girls Grammar To Mangere,3,,NZBWP,06154-20160803113210_v43.25,,061
Onehunga To Civic Centre Express Via One Tree Hill,3,,NZBWP,31001-20160729161628_v43.23,,31X
Albany Heights To Albany Schools,3,,RTH,06151-20160803113210_v43.25,,061
Epsom Schools To Glen Innes,3,,NZBML,00956-20160729161628_v43.23,,009
Northcote College To Beach Haven,3,,BTL,01458-20160729161628_v43.23,,014
Howick To Manukau City Centre Via Sancta Maria Schools,3,,HE,58006-20160803113210_v43.25,,580
Helensville To City Centre,3,,RTH,06001-20160803113210_v43.25,,060
Midtown To Beach Haven Via Highbury Bypass,3,,BTL,97406-20160803113210_v43.25,,974
East Tamaki To Weymouth Via Cavendish Dr And Highbrook,3,,HE,56101-20160729161628_v43.23,,561
Westlake Schools To Wairau Valley,3,,NZBNS,05560-20160729161628_v43.23,,055
Pt Chevalier To Britomart Via Westmere,3,,NZBML,00501-20160729161628_v43.23,,005
Inner Link K Rd To CBD Anticlockwise,3,,NZBML,79805-20160729161628_v43.23,,INN
Beach Haven To Northcote Schools and Takapuna,3,,BTL,01257-20160803113210_v43.25,,012
Bayswater Wharf To Takapuna Via Francis St,3,,RTH,80407-20160803113210_v43.25,,804
Britomart To Glen Innes Via Parnell And Grand Dr,3,,NZBML,63502-20160729161628_v43.23,,635
Auckland University To Chatswood,3,,BTL,97102-20160729161628_v43.23,,971
Bayswater Wharf To Takapuna Via Westlake,3,,RTH,80401-20160803113210_v43.25,,804
One Tree Hill College To Bailey Rd Via Ruawai Rd,3,,NZBML,06552-20160803113210_v43.25,,065
Matiatia Wharf To Rocky Bay Via Ostend & Onetangi,3,,WBC,00302-20160803113210_v43.25,,3
Kedgley Intermediate To Puhinui,3,,NZBWP,00154-20160803113210_v43.25,,001
Westgate To City Centre Via Massey East,3,,RTH,09001-20160803113210_v43.25,,090
Northcote Point To Highbury Shops,3,,BTL,96003-20160803113210_v43.25,,960
Manukau City Centre to Britomart via Otara Express,3,,NZBWP,49705-20160803113210_v43.25,,497X
Puhinui To Auckland Girls Grammar,3,,NZBWP,06053-20160729161628_v43.23,,060
The Plaza to Gulf Harbour Ferry via Shakespear Regional Park,3,,NZBNS,98802-20160729161628_v43.23,,988
Otahuhu To Onehunga Via Bader Dr And Mahunga Dr,3,,NZBWP,35101-20160803113210_v43.25,,351
Carmel College To Beach Haven via Lake Rd 1,3,,BTL,02760-20160729161628_v43.23,,027
Onehunga To Civic Centre Via Oranga,3,,NZBML,31201-20160729161628_v43.23,,312
Manukau City Centre To Otahuhu Via Puhinui,3,,NZBWP,42801-20160803113210_v43.25,,428
Kaurilands To Green Bay High,3,,RTH,00553-20160729161628_v43.23,,005
Epsom Schools To St Heliers,3,,NZBML,00452-20160803113210_v43.25,,004
Devonport Wharf To Stanley Bay And Return,3,,RTH,77902-20160803113210_v43.25,,779
Kingsland Train Station to Swanson Train Station,2,,AM,10144-20160729161628_v43.23,,WEST
Papakura Train Station to Pukekohe Train Station,2,,AM,30112-20160803113210_v43.25,,PUK
Baradene College To Panmure,3,,HE,02252-20160803113210_v43.25,,022
Constellation Station To Long Bay Via Albany,3,,RTH,88706-20160729161628_v43.23,,887
Orewa College To Brightside Rd,3,,BAYES,00758-20160803113210_v43.25,,007
Glendene To Avondale College,3,,RTH,01559-20160729161628_v43.23,,015
Sancta Maria College To Pakuranga,3,,HE,08852-20160803113210_v43.25,,088
Onehunga To Otahuhu Via Favona,3,,NZBML,30404-20160803113210_v43.25,,304
Newmarket To Highbury,3,,BTL,96604-20160729161628_v43.23,,966
Sunnynook To Westlake Schools,3,,NZBNS,05157-20160729161628_v43.23,,051
Army Bay To Whangaparaoa College,3,,BAYES,01951-20160803113210_v43.25,,019
Papatoetoe Town Hall To Papatoetoe Intermediate,3,,NZBWP,02651-20160803113210_v43.25,,026
Remuera Primary To Ellerslie,3,,NZBML,01954-20160803113210_v43.25,,019
Albany Village To Newmarket,3,,NZBNS,89103-20160803113210_v43.25,,891X
Bucklands Beach To Panmure Via Half Moon Bay,3,,HE,55213-20160729161628_v43.23,,552
Takapuna To Takapuna Grammar,3,,NZBNS,06257-20160729161628_v43.23,,062
Mt Wellington To Britomart Via Ruawai Rd And Panama Rd,3,,NZBWP,51201-20160729161628_v43.23,,512
Onehunga To Otahuhu Via Mangere Town Centre,3,,NZBWP,33406-20160803113210_v43.25,,334
Rosehill College To Manurewa,3,,NZBWP,05752-20160729161628_v43.23,,057
City Centre To Titirangi Via New North Rd And Green Bay (U),3,,UE,20902-20160803113210_v43.25,,209
Manukau Station To Howick Via Sancta Maria Schools,3,,HE,58005-20160803113210_v43.25,,580
Gulf Harbour To Whangaparaoa College,3,,BAYES,02051-20160803113210_v43.25,,020
Pakuranga College To Pakuranga,3,,HE,32752-20160803113210_v43.25,,327
Green Bay High To Oratia,3,,RTH,00754-20160729161628_v43.23,,007
Sacred Heart College To Balmoral,3,,NZBML,00760-20160729161628_v43.23,,007
Inner Link Newmarket To CBD Clockwise,3,,NZBML,79904-20160729161628_v43.23,,INN
Britomart To Pahurehure,3,,NZBWP,47102-20160803113210_v43.25,,471
"HC Station to Orewa, via Silverdale and Red Beach Rd",3,,NZBNS,98402-20160729161628_v43.23,,984
Auckland Pier 1 To Half Moon Bay,4,,FGL,95014-20160729161628_v43.23,,HMB
Inner Link Ponsonby To CBD Anticlockwise,3,,NZBML,79807-20160803113210_v43.25,,INN
Devonport Wharf To Cheltenham And Return,3,,RTH,77901-20160803113210_v43.25,,779
Pahurehure To Britomart,3,,NZBWP,47101-20160803113210_v43.25,,471
Manurewa Interchange To Wattle Downs,3,,NZBWP,45604-20160729161628_v43.23,,456
Pt Chevalier To Glen Innes,3,,NZBML,00714-20160729161628_v43.23,,007
Papatoetoe Intermediate To Wiri Depot Via Puhinui,3,,NZBWP,02854-20160729161628_v43.23,,028
Westlake Schools To Rothesay Bay,3,,NZBNS,02954-20160803113210_v43.25,,029
Whenuapai To City Centre,3,,RTH,09501-20160729161628_v43.23,,095
Birkenhead To Auckland,4,,FGL,91013-20160803113210_v43.25,,BIRK
Browns Bay To Mayoral Dr,3,,NZBNS,87501-20160729161628_v43.23,,875
Albany Station To Britomart,3,,RTH,10001-20160729161628_v43.23,,NEX
Smales Rd To Somerville Intermediate And Howick College,3,,HE,31551-20160803113210_v43.25,,315
Onehunga To Otahuhu Via Mahunga Dr And Bader Dr,3,,NZBWP,35102-20160803113210_v43.25,,351
Westgate To Whenuapai,3,,RTH,09306-20160803113210_v43.25,,093
Helensville To City Centre,3,,RTH,06001-20160729161628_v43.23,,060
Westlake Schools To Wairau Valley,3,,NZBNS,05560-20160803113210_v43.25,,055
Te Atatu Shops To Westgate Shopping Centre,3,,RTH,08202-20160729161628_v43.23,,082
Beach Haven Wharf To Takapuna Via Birkdale Rd,3,,BTL,97505-20160729161628_v43.23,,975
Manukau City Centre To Britomart Via Flat Bush And Otara,3,,NZBWP,49701-20160803113210_v43.25,,497
Birkdale To Wairau Intermediate,3,,BTL,07355-20160803113210_v43.25,,073
Papakura To McAuley High,3,,NZBWP,05555-20160729161628_v43.23,,055
Pukekohe To Tuakau To Papakura Via Pukekohe,3,,NZBWP,47606-20160729161628_v43.23,,476
Takapuna Schools To Greenhithe,3,,PBC,33152-20160803113210_v43.25,,331
Hibiscus Coast Station to Britomart,3,,RTH,10003-20160729161628_v43.23,,NEX
Royal Oak Intermediate To Mangere Bridge,3,,NZBML,00258-20160729161628_v43.23,,002
Rosehill Intermediate To Manurewa Via Conifer Grove,3,,NZBWP,05854-20160803113210_v43.25,,058
Mangere To Otahuhu Schools,3,,NZBWP,04151-20160729161628_v43.23,,041
Britomart To Mt Wellington Via Panama Rd,3,,NZBWP,52202-20160729161628_v43.23,,522
Mangere To Otahuhu Schools,3,,NZBWP,04151-20160803113210_v43.25,,041
City Centre (Wellesley St) to Gulf Harbour via HC Station,3,,NZBNS,99202-20160803113210_v43.25,,992X
Baradene College To Panmure,3,,HE,02252-20160729161628_v43.23,,022
Mangere To Auckland Girls Grammar,3,,NZBWP,06153-20160803113210_v43.25,,061
City Centre To Hobsonville,3,,RTH,09202-20160803113210_v43.25,,092
Britomart To Manukau City Centre,3,,NZBWP,34702-20160803113210_v43.25,,347
Papatoetoe To Britomart Via Mangere Centre,3,,NZBWP,34401-20160729161628_v43.23,,344
Arkles Bay to The Plaza,3,,NZBNS,98701-20160803113210_v43.25,,987
Mt Albert Grammar To Epsom,3,,NZBML,00756-20160729161628_v43.23,,007
Sacred Heart College To Glen Innes Village,3,,NZBML,00762-20160803113210_v43.25,,007
Westlake Girls To Beach Haven,3,,BTL,01058-20160729161628_v43.23,,010
Massey University To Glenfield,3,,RTH,56002-20160729161628_v43.23,,560
Westlake Girls To Silverdale,3,,NZBNS,04452-20160803113210_v43.25,,044
Helensville To Westgate,3,,RTH,06003-20160729161628_v43.23,,060
Britomart Train Station to Swanson Train Station,2,,AM,10208-20160803113210_v43.25,,WEST
City Centre To Lynfield Via Dominion Rd (S),3,,NZBML,52210-20160803113210_v43.25,,N26
Green Bay High To Glen Eden,3,,RTH,00652-20160729161628_v43.23,,006
City Centre To Pt Chevalier Via Muripara,3,,NZBML,03004-20160729161628_v43.23,,030
Gulf Harbour to Orewa via HC Station and Silverdale,3,,NZBNS,98202-20160803113210_v43.25,,982
Wairau Valley To Westlake Schools Via Sunnynook,3,,NZBNS,05251-20160803113210_v43.25,,052
Kingsland Train Station to Britomart Train Station,2,,AM,10023-20160729161628_v43.23,,WEST
Northcote Intermediate And St Marys Primary To Hillcrest,3,,BTL,03256-20160729161628_v43.23,,032
Remuera Intermediate To Drury,3,,NZBWP,05054-20160803113210_v43.25,,050
Britomart To Mt Wellington Via Ellerslie And Carbine Rd,3,,NZBWP,51102-20160803113210_v43.25,,511
Otahuhu Transport Centre To Ellerslie Penrose Schools,3,,NZBML,06551-20160729161628_v43.23,,065
Botany Town Centre To Beachlands,3,,HE,58902-20160803113210_v43.25,,589
Pt Chevalier To Glen Innes,3,,NZBML,00714-20160803113210_v43.25,,007
Britomart To Keri Hill,3,,NZBWP,47302-20160803113210_v43.25,,473
Britomart To Papatoetoe,3,,NZBWP,34402-20160729161628_v43.23,,344
Half Moon Bay To Middlemore Via Otara And Highbrook,3,,HE,57501-20160729161628_v43.23,,575
Drury To Britomart Via Pahurehure.,3,,NZBWP,47105-20160729161628_v43.23,,471
Constellation Station To Mayoral Dr Express Via Sunnynook,3,,NZBNS,87303-20160803113210_v43.25,,873X
Remuera Intermediate To Kohimarama Via Meadowbank,3,,NZBML,05554-20160729161628_v43.23,,055
Britomart Train Station to Papakura Train Station,2,,AM,20120-20160803113210_v43.25,,STH
Baradene College To Dannemora,3,,HE,01252-20160803113210_v43.25,,012
City Centre To Whenuapai,3,,RTH,09502-20160729161628_v43.23,,095
Papakura To Britomart Express Via Redoubt Rd,3,,NZBWP,47003-20160729161628_v43.23,,470X
Outer Link Clockwise,3,,NZBML,73102-20160803113210_v43.25,,OUT
Westgate To Whenuapai Via Hobsonville Wharf,3,,RTH,09308-20160729161628_v43.23,,093
Kowhai Rd To Long Bay College,3,,NZBNS,04951-20160729161628_v43.23,,049
Sacred Heart To Dannemora,3,,HE,01956-20160803113210_v43.25,,019
Britomart To Cockle Bay Via Botany Town Centre,3,,HE,50102-20160729161628_v43.23,,501
Lynfield To Waikowhai Intermediate,3,,NZBML,01955-20160803113210_v43.25,,019
Constellation Station To Mayoral Dr Express Via Sunnynook,3,,NZBNS,87303-20160729161628_v43.23,,873X
St Heliers To Epsom Schools Via Glendowie,3,,NZBML,01551-20160729161628_v43.23,,015
City Centre To Ranui Via RSA Village,3,,NZBGW,08704-20160803113210_v43.25,,087
Ranui To City Centre Via RSA Village,3,,NZBGW,08703-20160803113210_v43.25,,087
Waiheke High School to Palm Beach,3,,WBC,09352-20160803113210_v43.25,,093
St Peters School To Lynfield,3,,NZBML,09954-20160803113210_v43.25,,099
Manukau Train Station to Britomart Train Station,2,,AM,50091-20160729161628_v43.23,,EAST
City Centre To Lynfield Via Dominion Rd (S),3,,NZBML,52210-20160729161628_v43.23,,N26
Stanley Bay To Belmont Intermediate And Takapuna Grammar,3,,RTH,08153-20160803113210_v43.25,,081
Titirangi To City Centre Via Green Bay And New North Rd (U),3,,UE,20901-20160729161628_v43.23,,209
Inner Link K Rd To CBD Clockwise,3,,NZBML,79906-20160803113210_v43.25,,INN
Three Kings To Britomart,3,,NZBML,27401-20160803113210_v43.25,,274
Airport To Downtown Via Dominion Rd,3,,ABEXP,30005-20160729161628_v43.23,,SKY
Britomart To Otahuhu Via Massey Rd,3,,NZBWP,33404-20160803113210_v43.25,,334
Matiatia Wharf to Waiheke High School,3,,WBC,09051-20160803113210_v43.25,,090
Dannemora To Macleans College,3,,HE,30251-20160729161628_v43.23,,302
Bayswater To Takapuna Via Francis St and Milford,3,,RTH,80405-20160803113210_v43.25,,804
Manukau City Centre To Otahuhu Via Middlemore Hospital,3,,NZBWP,44703-20160729161628_v43.23,,447
Papakura To Tuakau To Papakura Via Pukekohe,3,,NZBWP,47608-20160803113210_v43.25,,476
Rosebank Rd To Midtown,3,,NZBGW,22101-20160803113210_v43.25,,221
Northcote College To Marlborough,3,,BTL,07254-20160803113210_v43.25,,072
City Centre To Henderson Via Glen Eden,3,,NZBGW,15402-20160729161628_v43.23,,154
Britomart To Drury Via Great South Rd. (S),3,,NZBWP,47110-20160729161628_v43.23,,471
Airport To Downtown Via Mt Eden Rd,3,,ABEXP,30001-20160803113210_v43.25,,SKY
Laingholm To New Lynn,3,,RTH,17101-20160729161628_v43.23,,171
Panmure Town Centre To Ellerslie Penrose Schools,3,,NZBML,06157-20160729161628_v43.23,,061
Avondale College To Forrest Hill,3,,RTH,05658-20160729161628_v43.23,,056
Britomart Train Station to Swanson Train Station,2,,AM,10026-20160803113210_v43.25,,WEST
Flat Bush to Alfriston Sch and Takanini to Alfriston Col,3,,MSB,00353-20160729161628_v43.23,,003
Orewa to Manly shops via HC Station and Silverdale,3,,NZBNS,98103-20160803113210_v43.25,,981
City Centre To Te Atatu South Via New Lynn And Henderson,3,,NZBML,52103-20160729161628_v43.23,,N13
Pukekohe Loop Anticlockwise,3,,NZBWP,46502-20160803113210_v43.25,,465
Flat Bush to Alfriston Sch and Takanini to Alfriston Col,3,,MSB,00353-20160803113210_v43.25,,003
Manukau City Centre To Wattle Downs,3,,NZBWP,45602-20160803113210_v43.25,,456
Kohimarama To Epsom Schools,3,,NZBML,01757-20160803113210_v43.25,,017
Epsom Schools To Mission Bay,3,,NZBML,00752-20160729161628_v43.23,,007
Edgewater College To Otahuhu,3,,HE,07352-20160803113210_v43.25,,073
Otahuhu To Britomart Via Bader Dr,3,,NZBWP,35401-20160729161628_v43.23,,354
Meadowbank To St Thomas Primary,3,,NZBML,07351-20160803113210_v43.25,,073
City Centre (Wellesley St) to Waiwera via HC Station,3,,NZBNS,99102-20160729161628_v43.23,,991X
Ellerslie Primary To Mt Wellington,3,,NZBML,06356-20160729161628_v43.23,,063
Milford To East Coast Bays Schools,3,,NZBNS,02753-20160803113210_v43.25,,027
Newmarket To Lucerne Rd Via Benson Rd,3,,NZBML,60504-20160729161628_v43.23,,605
